1937,"[{'Dy', 'Tm', 'Eu', 'Ho', 'Lu'}, {'W', 'Mo'}, {'Ru', 'Os', 'Rh', 'Ir'}, {'Zr', np.str_('Ti'), 'Th', 'Hf'}, {'K', 'Cs', 'Rb', 'Na'}, {'Pt', 'Pd'}, {'Ni', np.str_('Mn'), 'Zn', 'Cu', 'Co', 'Cd', 'Fe'}, {'Ba', 'Mg', 'Sr', 'Ca'}, {'Ge', 'Sn', 'Si'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'Br', 'Cl'}, {'P', 'Sb', 'As'}, {'Ta', 'Nb'}, {'Ta', 'Nb', 'Pa'}, {np.str_('La'), 'Sm', 'Gd', 'Y', np.str_('Ce'), np.str_('Pr'), 'Er', np.str_('Nd')}, {'Ra', np.str_('He')}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Br', 'N', 'Cl', 'H'}, {'Ba', 'Sr', 'Ca'}, {'Ga', 'In', 'Al'}, {'S', 'O', 'Se', 'C', 'H', 'N'}, {'Br', 'Cl', 'H', 'N', 'I'}]"
1938,"[{'Ta', 'Nb', 'Pa'}, {'La', 'Sm', 'Gd', 'Y', 'Ce', 'Pr', 'Nd'}, {np.str_('Li'), np.str_('Tl'), 'Na', np.str_('K'), 'Cs', 'Rb', np.str_('Ag')}, {'Br', 'N', 'Cl', 'H'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {np.str_('P'), 'Bi', np.str_('As'), np.str_('Sb')}, {'Ni', 'Zn', 'Cu', 'Co', 'Cd'}, {'Ba', 'Sr', 'Ca'}, {'Pt', 'Pd'}, {'Dy', np.str_('Tm'), 'Eu', np.str_('Ho'), np.str_('Lu')}, {np.str_('Zr'), 'Ti', np.str_('Th')}, {'Ti', 'Ge', 'Sn', 'Si'}, {'Tm', 'La', 'Yb', 'Sm', 'Gd', np.str_('Y'), 'Ce', 'Pr', np.str_('Er'), 'Nd'}, {'Br', 'Cl', 'H', 'N', 'I'}, {np.str_('K'), 'Cs', 'Rb', 'Na'}, {'Ru', 'Os', 'Rh', 'Ir'}, {'Ta', 'Nb'}, {'W', 'Mo'}, {'Hg', 'Pb'}, {'Br', 'Cl'}, {np.str_('Zr'), np.str_('U'), np.str_('Th'), np.str_('Hf')}]"
1939,"[{'La', 'Sm', 'Ce', 'Pr', 'Nd'}, {'Ba', 'Mg', 'Sr', 'Ca'}, {'Ir', np.str_('Rh'), 'Re', 'Os', np.str_('Ru')}, {'Pt', 'Pd'}, {np.str_('Zr'), np.str_('Ti'), 'Th', 'Hf'}, {'Ge', 'Sn', 'Si'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'Br', 'Cl'}, {'Ta', 'Nb', 'Pa'}, {'P', 'Sb', 'As'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Br', 'Cl', 'H', 'N', np.str_('I')}, {np.str_('W'), np.str_('Mo')}, {np.str_('Ni'), 'Mn', np.str_('Zn'), np.str_('Cu'), 'Co', np.str_('Cd')}, {'Tb', np.str_('Dy'), np.str_('Tm'), 'La', np.str_('Ho'), 'Yb', 'Eu', 'Sm', np.str_('Gd'), np.str_('Lu'), np.str_('Y'), 'Ce', np.str_('Pr'), np.str_('Er'), 'Nd'}, {np.str_('Ra'), np.str_('He')}, {'K', 'Cs', 'Rb', 'Na'}, {np.str_('Ga'), np.str_('In'), np.str_('Al')}, {'Ba', 'Sr', 'Ca'}, {np.str_('Ni'), 'Co', np.str_('Cu')}, {'O', 'C'}, {np.str_('Ni'), np.str_('Zn'), np.str_('Cu'), np.str_('Cd'), 'Co'}, {'Be', 'Pb'}]"
1940,"[{'Kr', 'Xe'}, {'P', 'Bi', 'As', 'Sb'}, {'K', 'Cs', 'Rb', 'Na'}, {'O', 'C', 'N', 'H'}, {'O', 'C'}, {'S', 'O', 'Se', np.str_('Br'), 'C', 'Cl', 'H', np.str_('N'), 'I'}, {'Ni', 'Zn', 'Cu', 'Co', 'Cd'}, {'Ba', 'Sr', 'Ca'}, {'Pt', 'Pd'}, {np.str_('Zr'), 'Ti', np.str_('Th'), np.str_('Hf')}, {np.str_('La'), np.str_('Sm'), np.str_('Gd'), np.str_('Y'), np.str_('Ce'), np.str_('Pr'), np.str_('Nd')}, {np.str_('Ge'), np.str_('Sn'), np.str_('Si')}, {np.str_('Ru'), np.str_('Rh'), np.str_('Ir')}, {np.str_('Li'), np.str_('Tl'), np.str_('Na'), 'K', 'Cs', 'Rb', 'Ag'}, {np.str_('Po'), np.str_('Pa')}, {np.str_('Ta'), np.str_('Nb')}, {'Ni', np.str_('Mn'), 'Zn', 'Cu', 'Co', 'Cd', np.str_('Fe')}, {'W', 'Mo'}, {np.str_('Br'), np.str_('N'), 'Cl', 'H'}, {np.str_('Ga'), np.str_('In'), np.str_('Sc')}, {np.str_('Tb'), np.str_('Dy'), np.str_('Tm'), np.str_('Ho'), np.str_('Yb'), np.str_('Gd'), np.str_('Lu'), np.str_('Y'), np.str_('Er')}, {'O', 'Br', 'C', 'Cl', 'H', 'N'}, {np.str_('Tb'), np.str_('Dy'), np.str_('Tm'), np.str_('Ho'), np.str_('Yb'), np.str_('Lu'), np.str_('Er')}, {np.str_('Tb'), np.str_('Dy'), np.str_('Tm'), np.str_('La'), np.str_('Ho'), np.str_('Yb'), np.str_('Sm'), np.str_('Gd'), np.str_('Y'), np.str_('Ce'), np.str_('Pr'), np.str_('Er'), np.str_('Nd')}, {np.str_('Ga'), np.str_('In'), 'Al', np.str_('Sc')}, {np.str_('Re'), np.str_('Os')}, {np.str_('Tb'), np.str_('Dy'), np.str_('Tm'), np.str_('La'), np.str_('Ho'), np.str_('Yb'), np.str_('Sm'), np.str_('Gd'), np.str_('Lu'), np.str_('Y'), np.str_('Ce'), np.str_('Pr'), np.str_('Er'), np.str_('Nd')}]"
1941,"[{'Kr', 'Xe'}, {np.str_('La'), np.str_('Eu'), 'Sm', 'Gd', np.str_('Y'), np.str_('Ce'), np.str_('Pr'), 'Er', 'Nd'}, {'Ta', 'Nb'}, {'W', 'Mo'}, {'Zr', 'Ti', 'Th', 'Hf'}, {'Ba', 'Mg', np.str_('Sr'), 'Ca'}, {'Ni', 'Zn', 'Cu', np.str_('Co'), 'Cd'}, {'Ni', 'Zn', 'Cu', 'Co', 'Cd', 'Fe'}, {'Pt', 'Pd'}, {'K', 'Cs', 'Rb', 'Na'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'O', 'C', 'N', 'H'}, {'Br', 'Cl'}, {'P', 'Bi', 'As', 'Sb'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I', 'Te'}, {'Ru', np.str_('Os'), 'Rh', np.str_('Ir')}, {np.str_('Be'), np.str_('Hg')}, {np.str_('Ge'), np.str_('Sn'), np.str_('Si')}, {np.str_('Tb'), np.str_('Dy'), np.str_('Sc'), np.str_('Tm'), np.str_('La'), np.str_('Ho'), np.str_('Yb'), 'Eu', np.str_('Sm'), np.str_('Gd'), np.str_('Lu'), 'Y', np.str_('Ce'), np.str_('Pr'), np.str_('Er'), np.str_('Nd')}, {'P', 'Sb', 'As'}, {'O', 'C'}, {'Br', 'N', 'Cl', 'H'}, {np.str_('Ra'), np.str_('He')}, {np.str_('Ga'), 'Al', 'B'}, {'Ta', 'Mo', 'Nb', 'W'}]"
1942,"[{'Kr', 'Xe'}, {'K', 'Cs', 'Rb', 'Na'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Pt', 'Pd'}, {'Ba', 'Sr', 'Ca'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'P', 'Bi', 'As', 'Sb'}, {'W', 'Mo'}, {'Ta', 'Nb'}, {'Ru', 'Rh', 'Ir'}, {'La', 'Sm', 'Gd', 'Y', 'Ce', 'Pr', np.str_('Er'), 'Nd'}, {np.str_('Tb'), np.str_('Dy'), np.str_('Tm'), 'Eu', np.str_('Ho'), np.str_('Yb'), np.str_('Lu')}, {np.str_('Ni'), np.str_('Zn'), np.str_('Cu'), np.str_('Cd'), np.str_('Co')}, {np.str_('Ne'), np.str_('He')}, {'Br', 'Cl'}, {np.str_('Ge'), np.str_('Sn'), np.str_('Si'), np.str_('Pb')}, {'La', 'Sm', 'Gd', 'Ce', 'Pr', 'Nd'}, {'Ga', 'In', 'Al'}, {'O', 'C'}, {'S', 'O', 'C', 'H', 'N'}, {'P', 'Sb', 'As'}, {np.str_('Zr'), np.str_('Ti'), np.str_('Th'), np.str_('Hf')}, {'N', 'C', 'H'}, {np.str_('Tb'), np.str_('Dy'), np.str_('Tm'), 'Eu', np.str_('Ho'), np.str_('Yb'), np.str_('Lu'), np.str_('Er')}]"
1943,"[{'K', 'Cs', 'Rb', 'Na'}, {'Li', 'Na', 'K', 'Cs', 'Rb'}, {'P', 'Bi', 'As', 'Sb'}, {'Ru', 'Os', 'Rh', 'Ir'}, {'Pt', 'Pd'}, {'Ba', 'Sr', 'Ca'}, {'Ni', 'Zn', 'Cu', 'Cd', np.str_('Co')}, {'Br', 'Cl'}, {'O', 'C', 'H'}, {'O', 'C'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'Te'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I', 'Te'}, {'W', 'Mo'}, {'Ta', 'Mo', 'Nb', 'W'}, {'La', 'Sm', 'Ce', 'Pr', 'Nd'}, {'Kr', 'Xe'}, {'Sn', np.str_('Th'), 'Ge', 'Si', np.str_('Zr'), np.str_('Ti'), 'Hf'}, {'Zn', 'Ni', np.str_('Co'), 'Cu'}, {'Ga', 'In', 'Al'}, {'Tb', 'Dy', np.str_('Ho'), np.str_('Yb'), np.str_('Lu'), 'Er'}, {np.str_('Ne'), np.str_('Ra'), np.str_('He')}, {'Ta', 'Nb'}, {'Tb', 'Dy', np.str_('Tm'), np.str_('Ho'), np.str_('Yb'), np.str_('Lu'), 'Er'}, {'Li', np.str_('Tl'), 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Ni', np.str_('Mn'), 'Zn', 'Cu', np.str_('Co'), 'Cd', 'Fe'}, {'O', 'C', 'N', 'H'}, {'Br', 'N', 'Cl'}, {np.str_('Po'), np.str_('Pm')}, {'Pa', 'F'}]"
1944,"[{'K', 'Cs', 'Rb', 'Na'}, {'P', 'Bi', 'As', 'Sb'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'Ba', 'Mg', 'Sr', 'Ca'}, {'Ni', np.str_('Mn'), 'Zn', np.str_('Cu'), 'Co', np.str_('Cd')}, {'Pt', 'Pd'}, {'Zr', 'Ti', 'Th', 'Hf'}, {'W', 'Mo'}, {'Ta', 'Mo', 'Nb', 'W'}, {'La', np.str_('Sm'), 'Ce', 'Pr', np.str_('Nd')}, {'Kr', 'Xe'}, {np.str_('Ne'), np.str_('Pm'), np.str_('He')}, {np.str_('Tb'), np.str_('Dy'), np.str_('Sc'), np.str_('Tm'), np.str_('La'), 'Ho', np.str_('Yb'), np.str_('Sm'), np.str_('Eu'), np.str_('Gd'), 'Lu', np.str_('Y'), np.str_('Ce'), np.str_('Pr'), np.str_('Er'), np.str_('Nd')}, {np.str_('Dy'), np.str_('Sc'), np.str_('Tm'), np.str_('La'), 'Ho', np.str_('Yb'), np.str_('Eu'), np.str_('Sm'), np.str_('Gd'), np.str_('Lu'), np.str_('Y'), np.str_('Ce'), np.str_('Pr'), np.str_('Er'), np.str_('Nd')}, {np.str_('Ga'), np.str_('Al')}, {'Ge', np.str_('Sn'), 'Si'}, {np.str_('Ru'), np.str_('Os'), np.str_('Rh'), np.str_('Ir')}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'Ta', 'Nb'}, {np.str_('Ir'), np.str_('Rh'), np.str_('Re'), np.str_('Os'), np.str_('Ru')}, {'Ni', 'Zn', 'Cu', 'Co', 'Cd'}, {'V', 'Pa'}, {'Br', 'Cl'}]"
1945,"[{'La', 'Sm', 'Gd', 'Ce', 'Pr', np.str_('Nd')}, {'Ta', 'Nb'}, {'W', 'Mo'}, {np.str_('Ba'), np.str_('Mg'), 'Sr', 'Ca'}, {'Pt', 'Pd'}, {'K', 'Cs', 'Rb', 'Na'}, {'P', 'Bi', 'As', 'Sb'}, {'O', 'C', 'N', 'H'}, {'O', 'C'}, {'Te', 'S', 'Se'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I', 'Te'}, {'Kr', 'Xe'}, {np.str_('Ne'), np.str_('Ra'), np.str_('He')}, {np.str_('Sn'), np.str_('Th'), np.str_('Ge'), np.str_('Si'), np.str_('Zr'), np.str_('Ti'), np.str_('Hf')}, {np.str_('Be'), np.str_('Hg'), np.str_('Pb')}, {np.str_('Ir'), np.str_('Rh'), np.str_('Re'), np.str_('Os'), np.str_('Ru')}, {np.str_('Ga'), np.str_('In'), np.str_('Al')}, {np.str_('Ni'), np.str_('Zn'), np.str_('Cu'), 'Co', np.str_('Cd')}, {'Br', 'Cl', 'H', 'N', 'I'}, {'O', 'C', 'S', 'Se'}, {'Li', np.str_('Tl'), 'Na', 'K', 'Cs', 'Rb'}, {np.str_('Tb'), np.str_('Dy'), np.str_('Sc'), np.str_('Tm'), 'La', np.str_('Ho'), np.str_('Yb'), np.str_('Eu'), 'Sm', 'Gd', np.str_('Lu'), 'Y', 'Ce', 'Pr', np.str_('Er'), np.str_('Nd')}, {np.str_('Zr'), np.str_('Ti'), np.str_('Th'), np.str_('Hf')}]"
1946,"[{'Th', 'Ge', 'Si', 'Zr', 'Ti', 'Hf'}, {'Pt', 'Pd'}, {np.str_('Ni'), np.str_('Zn'), np.str_('Cu'), np.str_('Co'), np.str_('Cd'), np.str_('Fe')}, {np.str_('Ru'), np.str_('Os'), np.str_('Rh'), np.str_('Ir')}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'K', 'Cs', 'Rb', 'Na'}, {'P', 'Bi', 'As', 'Sb'}, {'Ta', 'Nb'}, {'Br', 'Cl'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N'}, {'Kr', 'Xe'}, {np.str_('Tb'), 'Dy', 'Tm', np.str_('La'), np.str_('Ho'), 'Yb', 'Eu', 'Sm', 'Gd', 'Lu', 'Y', np.str_('Ce'), np.str_('Pr'), 'Er', np.str_('Nd')}, {np.str_('Ba'), 'Sr', np.str_('Ca')}, {np.str_('Ne'), np.str_('He'), np.str_('Fr')}, {'W', 'Mo'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'Bi', np.str_('Al'), np.str_('B')}, {np.str_('Ir'), np.str_('Rh'), 'Cr', np.str_('Os'), np.str_('Ru')}, {np.str_('La'), 'Sm', 'Gd', np.str_('Ce'), np.str_('Pr'), np.str_('Nd')}, {np.str_('Ni'), np.str_('Zn'), np.str_('Cu'), np.str_('Cd'), np.str_('Co')}, {np.str_('Ba'), np.str_('Mg'), 'Sr', np.str_('Ca')}, {np.str_('U'), np.str_('Po'), np.str_('Re')}, {np.str_('Be'), 'Hg', np.str_('Pb')}, {'V', 'Pa'}]"
1947,"[{'W', 'Mo'}, {'Zr', 'Ti', 'Th'}, {np.str_('Ti'), 'Ge', 'Sn', 'Si'}, {'Ta', 'Nb'}, {'Pt', 'Pd'}, {np.str_('Ba'), 'Mg', 'Sr', 'Ca'}, {'P', 'Sb', 'As'}, {'O', 'C', 'N', 'H'}, {'K', 'Cs', 'Rb', 'Na'}, {'Kr', 'Xe'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', np.str_('Ag')}, {'Br', np.str_('I'), 'Cl'}, {np.str_('Ni'), np.str_('Zn'), np.str_('Cu'), np.str_('Co'), np.str_('Cd'), np.str_('Fe')}, {np.str_('Ru'), 'Os', np.str_('Rh'), np.str_('Ir')}, {np.str_('Ga'), np.str_('In'), np.str_('Al')}, {np.str_('Tb'), np.str_('Dy'), np.str_('Tm'), np.str_('La'), np.str_('Ho'), np.str_('Yb'), 'Eu', np.str_('Sm'), np.str_('Gd'), np.str_('Lu'), np.str_('Y'), np.str_('Ce'), 'Pr', np.str_('Er'), np.str_('Nd')}, {np.str_('Ne'), np.str_('Po'), np.str_('He'), np.str_('Fr')}, {'Br', 'Cl'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {np.str_('Ni'), np.str_('Zn'), np.str_('Cu'), np.str_('Co'), np.str_('Cd')}, {'Br', 'Cl', 'H'}, {np.str_('La'), np.str_('Sm'), np.str_('Gd'), np.str_('Y'), np.str_('Ce'), 'Pr', np.str_('Er'), np.str_('Nd')}, {'Be', np.str_('Ra')}, {'U', np.str_('Re'), 'B'}]"
1948,"[{'O', 'C', 'N', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'K', 'Cs', 'Rb', 'Na'}, {'W', 'Mo'}, {'Ga', 'In', 'Al'}, {'Kr', 'Xe'}, {'Ru', 'Os', 'Rh', 'Ir'}, {'Pt', 'Pd'}, {'Ni', 'Zn', 'Cu', 'Cd', np.str_('Co')}, {'Ba', 'Sr', 'Ca'}, {'Ge', 'Sn', 'Si'}, {'Ni', 'Mn', 'Zn', 'Cu', np.str_('Co'), 'Cd', np.str_('Fe')}, {np.str_('Zr'), np.str_('Ti'), np.str_('Th'), np.str_('Hf')}, {np.str_('Tb'), np.str_('Dy'), np.str_('Sc'), np.str_('Tm'), np.str_('Eu'), np.str_('Ho'), np.str_('Yb'), np.str_('Sm'), np.str_('Gd'), np.str_('Lu'), np.str_('Y'), np.str_('Pr'), np.str_('Er')}, {np.str_('Ta'), np.str_('Nb')}, {'P', np.str_('Sb'), 'As'}, {np.str_('Am'), np.str_('Tb'), np.str_('Cm')}, {np.str_('Li'), 'Tl', 'Na', 'K', 'Cs', 'Rb', np.str_('Ag')}, {np.str_('La'), np.str_('Sm'), np.str_('Ce'), np.str_('Pr'), np.str_('Nd')}, {'Br', 'Cl'}, {np.str_('Am'), np.str_('Cm')}, {np.str_('Po'), np.str_('Ra'), np.str_('Pu')}, {np.str_('Ta'), 'Mo', np.str_('Nb'), 'W'}]"
1949,"[{np.str_('K'), 'Cs', 'Rb', np.str_('Na')}, {'Li', 'Tl', np.str_('Na'), np.str_('K'), 'Cs', 'Rb', 'Ag'}, {'P', 'Bi', 'As', 'Sb'}, {'Br', 'Cl'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'C', 'H', 'N'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I', 'Te'}, {'Pt', 'Pd'}, {'Ge', 'Sn', 'Si'}, {'Kr', 'Xe'}, {np.str_('Ni'), np.str_('Zn'), 'Cu', np.str_('Cd'), 'Co'}, {'Ru', np.str_('Os'), np.str_('Rh'), 'Ir'}, {'W', 'Mo'}, {'Zr', 'Ti', np.str_('Th'), 'Hf'}, {'Ta', 'V', 'Nb'}, {'Ba', 'Sr', np.str_('Ca')}, {np.str_('Dy'), np.str_('Tm'), np.str_('Eu'), np.str_('Ho'), np.str_('Yb'), np.str_('Lu'), np.str_('Y'), np.str_('Er')}, {np.str_('La'), np.str_('Sm'), np.str_('Gd'), np.str_('Ce'), np.str_('Pr'), np.str_('Nd')}, {'Ga', 'In', 'Al'}, {'S', 'O', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {np.str_('Ne'), np.str_('He'), np.str_('Fr')}, {np.str_('Po'), np.str_('Ra')}, {'Br', np.str_('I'), 'Cl'}, {np.str_('Th'), 'Zr', np.str_('U'), 'Ti', 'Hf'}, {np.str_('Am'), np.str_('Cm'), np.str_('Pu')}, {np.str_('Tb'), np.str_('Pm')}, {'Ga', np.str_('Ce'), 'In', 'Al'}, {np.str_('Hg'), 'Pb'}]"
1950,"[{'Kr', 'Xe'}, {'Ba', 'Sr', 'Ca'}, {'Ni', 'Zn', 'Cu', 'Co', 'Cd'}, {'Ge', 'Sn', 'Si'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'Br', 'Cl'}, {'W', 'Mo'}, {'Ta', 'Nb'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'K', 'Cs', 'Rb', 'Na'}, {np.str_('Tb'), np.str_('Dy'), np.str_('Sc'), np.str_('Tm'), np.str_('La'), np.str_('Ho'), np.str_('Yb'), np.str_('Eu'), np.str_('Sm'), np.str_('Gd'), np.str_('Lu'), np.str_('Y'), np.str_('Pr'), np.str_('Er'), np.str_('Nd')}, {np.str_('Am'), 'Pu', np.str_('Cm'), np.str_('Np')}, {np.str_('Zr'), 'Ti', np.str_('Th')}, {np.str_('Ru'), np.str_('Os'), np.str_('Rh'), np.str_('Ir')}, {np.str_('He'), np.str_('Fr')}, {np.str_('P'), np.str_('Bi'), np.str_('As'), np.str_('Sb')}, {np.str_('V'), 'Nb', 'Ta'}, {np.str_('Ga'), np.str_('In'), np.str_('Al')}, {'Pt', np.str_('Pd')}, {'Hg', 'Pb'}, {'Ba', 'Mg', 'Sr', 'Ca'}, {np.str_('La'), np.str_('Sm'), np.str_('Gd'), np.str_('Pr'), np.str_('Nd')}, {np.str_('Ne'), 'F'}]"
1951,"[{'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I', 'Te'}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'P', np.str_('Sb'), 'As'}, {'P', 'Bi', 'As', 'Sb'}, {'Ta', 'Nb'}, {'Kr', 'Xe'}, {'W', 'Mo'}, {'Pt', 'Pd'}, {np.str_('Ni'), 'Zn', np.str_('Cu'), np.str_('Co'), 'Cd'}, {'Ba', 'Mg', 'Sr', 'Ca'}, {'Ge', 'Sn', 'Si'}, {'K', 'Cs', 'Rb', 'Na'}, {'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'La', 'Sm', 'Gd', 'Y', 'Ce', 'Pr', 'Nd'}, {np.str_('Dy'), 'Sc', np.str_('Tm'), 'La', np.str_('Ho'), 'Yb', 'Eu', 'Sm', 'Gd', 'Lu', 'Y', 'Ce', 'Pr', 'Er', 'Nd'}, {np.str_('Am'), np.str_('Cm'), np.str_('Pm'), np.str_('Pu')}, {np.str_('Zr'), np.str_('Ti'), 'Th'}, {np.str_('Am'), np.str_('Np'), np.str_('Pm'), np.str_('Pu'), np.str_('Cm')}, {'Ba', 'Sr', 'Ca'}, {'Ru', 'Os', np.str_('Rh'), 'Ir'}, {'Br', 'Cl'}, {'Ga', 'In', 'B', 'Al', 'Au'}, {np.str_('Tc'), np.str_('Po'), np.str_('Pa')}, {'Fe', 'Cr'}, {np.str_('He'), np.str_('Fr')}, {'Be', 'Hg', 'Pb'}]"
1952,"[{'Li', 'Tl', 'Na', 'K', 'Cs', 'Rb', 'Ag'}, {'K', 'Cs', 'Rb', 'Na'}, {'Kr', 'Xe'}, {'O', 'C', 'H'}, {'O', 'C', 'N', 'H'}, {'O', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {np.str_('Ta'), np.str_('Nb')}, {'P', np.str_('Bi'), 'As', 'Sb'}, {'P', 'Sb', 'As'}, {'Ge', 'Sn', 'Si'}, {'Zr', 'Ti', 'Th', 'Hf'}, {np.str_('Ir'), np.str_('Rh'), 'Re', 'Os', 'Ru'}, {'Ni', np.str_('Zn'), 'Cu', 'Co', np.str_('Cd')}, {'Ba', 'Sr', 'Ca'}, {'Ga', 'In', np.str_('Al')}, {np.str_('Tb'), 'Dy', 'Sc', 'Tm', np.str_('La'), 'Ho', 'Yb', np.str_('Sm'), 'Pm', 'Eu', np.str_('Gd'), 'Lu', np.str_('Y'), np.str_('Ce'), np.str_('Pr'), np.str_('Er'), np.str_('Nd')}, {np.str_('Tb'), np.str_('Dy'), np.str_('Tm'), 'La', np.str_('Ho'), 'Yb', np.str_('Sm'), 'Pm', 'Eu', np.str_('Gd'), np.str_('Lu'), 'Y', 'Ce', 'Pr', 'Er', 'Nd'}, {np.str_('At'), np.str_('Ne'), np.str_('He')}, {np.str_('Pt'), np.str_('Pd')}, {'W', 'Mo'}, {'La', np.str_('Sm'), np.str_('Gd'), 'Y', 'Ce', 'Pr', 'Nd'}, {'S', 'O', 'Se', 'C', 'H', 'N'}, {'La', np.str_('Sm'), np.str_('Gd'), 'Ce', 'Pr', 'Nd'}, {'Ga', np.str_('Bi'), 'In', np.str_('Al')}, {'U', np.str_('Np')}]"
1953,"[{'Kr', 'Xe'}, {'Ga', 'In', 'Al'}, {np.str_('Ni'), np.str_('Mn'), 'Zn', 'Cu', np.str_('Co'), 'Cd'}, {'Ba', 'Mg', 'Sr', 'Ca'}, {'Pt', np.str_('Pd')}, {'Ge', 'Sn', 'Si'}, {'Zr', 'Ti', 'Th', 'Hf'}, {'W', 'Mo'}, {np.str_('Ru'), 'Os', np.str_('Rh'), np.str_('Ir')}, {'Ta', 'Nb'}, {'N', 'Cl', 'H'}, {'O', 'C', 'H'}, {'S', 'O', 'Se', 'Br', 'C', 'Cl', 'H', 'N', 'I'}, {'K', 'Cs', 'Rb', 'Na'}, {'P', np.str_('Sb'), np.str_('As')}, {np.str_('Tb'), np.str_('Dy'), 'Tm', np.str_('La'), np.str_('Ho'), 'Yb', 'Eu', np.str_('Sm'), np.str_('Pm'), 'Gd', 'Lu', np.str_('Y'), 'Ce', np.str_('Pr'), np.str_('Er'), np.str_('Nd')}, {np.str_('Li'), np.str_('Tl'), 'Na', 'K', np.str_('Cs'), 'Rb', np.str_('Ag')}, {'Br', 'N', 'Cl', 'H'}, {np.str_('La'), np.str_('Sm'), 'Ce', np.str_('Pr'), np.str_('Nd')}, {'O', 'C', 'N', 'H'}, {'S', 'O', 'Se', 'C', 'H', 'N'}, {np.str_('Ni'), np.str_('Co'), 'Cu'}, {'S', 'O', 'Se', 'C', 'H'}, {np.str_('Pu'), np.str_('Po'), 'Am', 'Np'}, {np.str_('Tc'), np.str_('Ne'), np.str_('He')}, {'V', np.str_('Pa')}, {'Zn', np.str_('Ni'), np.str_('Co'), 'Cu'}]"
